,Unnamed: 0,type,taxes,area,garage,pricePerSqFt,mlsNumber,lotSize,levels,built,maintenance,address,bath,beds,parking,listingDate,listingPrice,soldDate,soldPrice
1272,1272,Apartment/Condominium,"$2,149",628 sqft,Yes,"$1,194",R2875962,,Residential,2008.0,,"309 - 2008 Bayswater St, Vancouver, BC",1.0,1.0,1.0,25/04/2024,"$749,999",03/05/2024,"$733,500"
1273,1273,Apartment/Condominium,"$2,583",910 sqft,Yes,$998,R2844965,,Residential,2009.0,,"2105 - 788 Hamilton St, Vancouver, BC",2.0,2.0,1.0,28/01/2024,"$909,000",03/05/2024,"$883,500"
1274,1274,Apartment/Condominium,"$2,247",819 sqft,Yes,"$1,133",R2872524,,Residential,2001.0,,"404 - 5790 East Blvd, Vancouver, BC",1.0,2.0,2.0,17/04/2024,"$928,000",03/05/2024,"$895,000"
1275,1275,Apartment/Condominium,"$1,811",702 sqft,Yes,$995,R2876510,,Residential,1984.0,,"104 - 1106 Pacific St, Vancouver, BC",1.0,1.0,1.0,28/04/2024,"$699,000",03/05/2024,"$699,000"
1276,1276,Apartment/Condominium,"$1,944",581 sqft,Yes,"$1,289",R2873421,,Residential,2015.0,,"309 - 38 W 1st Ave, Vancouver, BC",1.0,1.0,1.0,21/04/2024,"$749,000",02/05/2024,"$720,000"
1277,1277,Single Family Residence,"$7,790",2571 sqft,Yes,$952,R2868074,,Residential,1980.0,,"2612 Kitchener St, Vancouver, BC",3.0,5.0,4.0,07/04/2024,"$2,450,000",02/05/2024,"$2,350,000"
1278,1278,Multi Family,"$7,254",1823 sqft,Yes,"$1,173",R2858525,,Residential,2024.0,,"5753 Sophia St, Vancouver, BC",4.0,3.0,1.0,10/03/2024,"$2,139,000",02/05/2024,"$2,050,000"
1279,1279,Single Family Residence,"$7,386",2414 sqft,Yes,$910,R2875911,,Residential,1953.0,,"2184 E 20th Ave, Vancouver, BC",2.0,5.0,3.0,25/04/2024,"$2,198,000",02/05/2024,"$2,188,000"
1280,1280,Apartment/Condominium,"$2,132",688 sqft,Yes,"$1,017",R2877901,,Residential,1975.0,,"206 - 1424 Walnut St, Vancouver, BC",1.0,1.0,1.0,30/04/2024,"$699,900",02/05/2024,"$687,500"
1281,1281,Apartment/Condominium,"$1,869",534 sqft,Yes,"$1,217",R2871881,,Residential,2011.0,,"1803 - 888 Homer St, Vancouver, BC",1.0,1.0,1.0,15/04/2024,"$650,000",02/05/2024,"$627,000"
1282,1282,Apartment/Condominium,,925 sqft,Yes,$968,R2855618,,Residential,2024.0,,"325 - 3430 E Kent Ave S, Vancouver, BC",2.0,2.0,1.0,03/03/2024,"$895,900",02/05/2024,"$895,900"
1283,1283,Apartment/Condominium,"$2,200",646 sqft,Yes,"$1,235",R2868910,,Residential,2019.0,,"601 - 285 E 10 Th Ave, Vancouver, BC",1.0,2.0,1.0,08/04/2024,"$798,000",02/05/2024,"$782,000"
1284,1284,Single Family Residence,"$7,111",2303 sqft,Yes,$867,R2864876,,Residential,1911.0,,"1287 E 28th Ave, Vancouver, BC",1.0,6.0,1.0,01/04/2024,"$1,999,000",02/05/2024,"$1,970,000"
1285,1285,Townhouse,,1440 sqft,Yes,$972,R2875747,,Residential,2023.0,,"1353 21 St Ave E, Vancouver, BC",2.0,4.0,1.0,23/04/2024,"$1,399,900",02/05/2024,"$1,399,900"
1286,1286,Single Family Residence,"$8,955",2403 sqft,Yes,"$1,326",R2875821,,Residential,1995.0,,"6788 Angus Dr, Vancouver, BC",4.0,4.0,2.0,25/04/2024,"$3,188,000",02/05/2024,"$3,028,888"
1287,1287,Apartment/Condominium,"$1,332",526 sqft,Yes,"$1,005",R2864856,,Residential,1995.0,,"303 - 29 Templeton Dr, Vancouver, BC",1.0,1.0,1.0,01/04/2024,"$529,000",02/05/2024,"$520,000"
1288,1288,Single Family Residence,"$12,569",2836 sqft,Yes,"$1,300",R2866855,,Residential,2012.0,,"3410 W 15th Ave, Vancouver, BC",4.0,5.0,2.0,04/04/2024,"$3,688,000",02/05/2024,"$3,640,000"
1289,1289,Townhouse,,1079 sqft,Yes,"$1,390",R2869862,,Residential,2024.0,,"1220 W 26th Ave, Vancouver, BC",2.0,3.0,1.0,10/04/2024,"$1,499,900",02/05/2024,"$1,499,900"
1290,1290,Apartment/Condominium,"$1,921",492 sqft,Yes,"$1,420",R2872648,,Residential,2016.0,,"3302 - 777 Richards St, Vancouver, BC",1.0,1.0,0.0,17/04/2024,"$699,000",02/05/2024,"$685,000"
1291,1291,Single Family Residence,"$44,061",7377 sqft,Yes,"$1,599",R2848772,,Residential,1912.0,,"1238 Balfour Ave, Vancouver, BC",6.0,5.0,4.0,11/02/2024,"$11,800,000",02/05/2024,"$11,300,000"
1292,1292,Apartment/Condominium,"$7,030",1684 sqft,Yes,"$1,573",R2876378,,Residential,2013.0,,"PH2 - 2035 W 4th Ave, Vancouver, BC",2.0,2.0,2.0,28/04/2024,"$2,650,000",01/05/2024,"$2,645,000"
1293,1293,Single Family Residence,"$10,896",2424 sqft,No,"$1,397",R2874867,,Residential,1928.0,,"4490 W 11th Ave, Vancouver, BC",3.0,4.0,4.0,23/04/2024,"$3,388,000",01/05/2024,"$3,290,000"
1294,1294,Apartment/Condominium,"$3,999",1667 sqft,Yes,$896,R2877502,,Residential,1992.0,,"301 - 2288 W 40th Ave, Vancouver, BC",2.0,2.0,2.0,30/04/2024,"$1,495,000",01/05/2024,"$1,498,000"
1295,1295,Apartment/Condominium,"$3,931",1077 sqft,Yes,"$1,298",R2857002,,Residential,2021.0,,"403 - 1365 Davie St, Vancouver, BC",2.0,2.0,1.0,04/03/2024,"$1,399,000",01/05/2024,"$1,330,000"
1296,1296,Apartment/Condominium,"$1,899",575 sqft,Yes,"$1,128",R2857977,,Residential,2009.0,,"704 - 565 Smithe St, Vancouver, BC",1.0,1.0,1.0,10/03/2024,"$648,888",01/05/2024,"$637,000"
1297,1297,Apartment/Condominium,"$3,801",1077 sqft,Yes,"$1,344",R2872653,,Residential,2003.0,,"106 - 4685 Valley Dr, Vancouver, BC",2.0,2.0,1.0,17/04/2024,"$1,448,000",01/05/2024,"$1,420,000"
1298,1298,Single Family Residence,"$18,454",4486 sqft,Yes,"$1,448",R2875060,,Residential,2023.0,,"3241 W 32nd Ave, Vancouver, BC",6.0,5.0,0.0,21/04/2024,"$6,499,000",01/05/2024,"$6,500,000"
1299,1299,Single Family Residence,"$7,700",2373 sqft,Yes,$821,R2869114,,Residential,1912.0,,"1618 Victoria Dr, Vancouver, BC",2.0,4.0,1.0,09/04/2024,"$1,949,000",01/05/2024,"$1,850,000"
1300,1300,Apartment/Condominium,"$2,141",803 sqft,No,$870,R2874602,,Residential,2007.0,,"701 - 528 Beatty St, Vancouver, BC",1.0,1.0,0.0,23/04/2024,"$699,000",01/05/2024,"$690,000"
1301,1301,Apartment/Condominium,"$2,211",858 sqft,Yes,"$1,048",R2873580,,Residential,1996.0,,"210 - 511 W 7th Ave, Vancouver, BC",2.0,2.0,1.0,21/04/2024,"$899,900",01/05/2024,"$857,000"
1302,1302,Single Family Residence,"$13,527",3419 sqft,Yes,"$1,110",R2873486,,Residential,1942.0,,"2565 W 13th Ave, Vancouver, BC",3.0,4.0,2.0,21/04/2024,"$3,798,000",01/05/2024,"$3,860,000"
1303,1303,Townhouse,,1152 sqft,Yes,"$1,118",R2876404,,Residential,2024.0,,"4013 Fleming St, Vancouver, BC",2.0,2.0,1.0,27/04/2024,"$1,288,800",01/05/2024,"$1,288,800"
1304,1304,Multi Family,$1,1578 sqft,Yes,"$1,013",R2865749,,Residential,2022.0,,"227 57 Th Ave E, Vancouver, BC",4.0,3.0,1.0,31/03/2024,"$1,599,000",01/05/2024,"$1,570,000"
1305,1305,Apartment/Condominium,"$3,037",1005 sqft,Yes,"$1,193",R2867860,,Residential,1994.0,,"2205 - 1155 Homer St, Vancouver, BC",2.0,2.0,2.0,07/04/2024,"$1,199,000",01/05/2024,"$1,150,000"
1306,1306,Apartment/Condominium,"$3,991",1180 sqft,Yes,"$1,261",R2860678,,Residential,1997.0,,"1802 - 560 Cardero St, Vancouver, BC",2.0,2.0,1.0,17/03/2024,"$1,488,000",01/05/2024,"$1,300,000"
1307,1307,Apartment/Condominium,"$2,111",735 sqft,Yes,"$1,016",R2874033,,Residential,2011.0,,"305 - 738 E 29th Ave, Vancouver, BC",1.0,1.0,1.0,22/04/2024,"$747,000",01/05/2024,"$730,000"
1308,1308,Single Family Residence,"$8,106",2800 sqft,Yes,$857,R2870843,,Residential,2011.0,,"7918 Oak St, Vancouver, BC",5.0,7.0,5.0,14/04/2024,"$2,400,000",01/05/2024,"$2,390,000"
1309,1309,Apartment/Condominium,"$1,931",870 sqft,Yes,"$1,377",R2857204,,Residential,2021.0,,"310 - 5629 Birney Ave, Vancouver, BC",2.0,2.0,1.0,07/03/2024,"$1,198,000",01/05/2024,"$1,165,000"
1310,1310,Apartment/Condominium,"$2,695",1059 sqft,Yes,"$1,038",R2860614,,Residential,1997.0,,"405 - 3590 W 26th Ave, Vancouver, BC",2.0,2.0,2.0,17/03/2024,"$1,099,900",01/05/2024,"$1,002,888"
1311,1311,Apartment/Condominium,"$2,455",883 sqft,Yes,"$1,097",R2867773,,Residential,1995.0,,"217 - 2545 W Broadway, Vancouver, BC",2.0,2.0,1.0,07/04/2024,"$969,000",01/05/2024,"$930,000"
1312,1312,Apartment/Condominium,"$1,682",651 sqft,Yes,"$1,074",R2854565,,Residential,1995.0,,"411 - 3638 W Broadway, Vancouver, BC",1.0,1.0,1.0,27/02/2024,"$699,800",01/05/2024,"$640,000"
1313,1313,Apartment/Condominium,"$3,120",928 sqft,Yes,"$1,131",R2861894,,Residential,1987.0,,"903 - 1625 Hornby St, Vancouver, BC",2.0,2.0,1.0,20/03/2024,"$1,050,000",01/05/2024,"$900,000"
1314,1314,Apartment/Condominium,"$1,623",610 sqft,Yes,"$1,178",R2876808,,Residential,2006.0,,"209 - 5740 Toronto Rd, Vancouver, BC",1.0,1.0,1.0,29/04/2024,"$719,000",01/05/2024,"$720,800"
1315,1315,Apartment/Condominium,"$1,892",926 sqft,Yes,"$1,251",R2870107,,Residential,2020.0,,"536 - 3563 Ross Dr, Vancouver, BC",2.0,2.0,1.0,11/04/2024,"$1,158,800",01/05/2024,"$1,110,000"
1316,1316,Single Family Residence,"$5,999",2150 sqft,No,$785,R2874463,,Residential,1955.0,,"3882 Nanaimo St, Vancouver, BC",2.0,2.0,1.0,19/04/2024,"$1,688,000",01/05/2024,"$1,855,000"
1317,1317,Apartment/Condominium,"$1,168",390 sqft,Yes,"$1,025",R2876186,,Residential,1996.0,,"1507 - 1238 Seymour St, Vancouver, BC",1.0,0.0,0.0,29/04/2024,"$399,785",30/04/2024,"$390,000"
1318,1318,Apartment/Condominium,,558 sqft,Yes,"$1,546",R2868041,,Residential,2024.0,,"1309 - 5380 Crooked Branch Rd, Vancouver, BC",1.0,1.0,1.0,06/04/2024,"$863,000",30/04/2024,"$863,000"
1319,1319,Apartment/Condominium,"$2,614",1036 sqft,Yes,$916,R2853284,,Residential,1991.0,,"204 - 980 W 21st Ave, Vancouver, BC",2.0,2.0,1.0,25/02/2024,"$949,000",30/04/2024,"$930,000"
1320,1320,Townhouse,"$2,778",1054 sqft,Yes,$852,R2865560,,Residential,2010.0,,"202 - 1637 E Pender St, Vancouver, BC",1.0,2.0,1.0,02/04/2024,"$899,000",30/04/2024,"$889,000"
1321,1321,Multi Family,,1274 sqft,Yes,"$1,411",R2872752,,Residential,2023.0,,"4530 W 4th Ave, Vancouver, BC",2.0,2.0,1.0,17/04/2024,"$1,798,000",30/04/2024,"$1,788,000"
1322,1322,Apartment/Condominium,"$2,016",670 sqft,Yes,"$1,044",R2874986,,Residential,2017.0,,"2009 - 5515 Boundary Rd, Vancouver, BC",1.0,2.0,1.0,23/04/2024,"$699,900",30/04/2024,"$699,900"
1323,1323,Multi Family,"$3,515",2073 sqft,Yes,"$1,442",R2875376,,Residential,2024.0,,"3569 Mayfair Ave, Vancouver, BC",4.0,4.0,2.0,24/04/2024,"$2,990,000",30/04/2024,"$2,800,000"
1324,1324,Townhouse,,1250 sqft,Yes,"$1,183",R2877826,,Residential,2026.0,,"313 - 2377 E 11 Th Ave, Vancouver, BC",2.0,3.0,2.0,28/04/2024,"$1,479,900",30/04/2024,"$1,479,900"
1325,1325,Apartment/Condominium,"$4,478",2296 sqft,Yes,"$1,001",R2846761,,Residential,1983.0,,"79 - 1425 Lamey's Mill Rd, Vancouver, BC",2.0,3.0,2.0,31/01/2024,"$2,300,000",30/04/2024,"$1,755,000"
1326,1326,Apartment/Condominium,"$4,478",2296 sqft,Yes,"$1,001",R2846761,,Residential,1983.0,,"79 - 1425 Lamey's Mill Rd, Vancouver, BC",2.0,3.0,2.0,31/01/2024,"$2,300,000",30/04/2024,"$1,755,000"
1327,1327,Single Family Residence,"$7,287",1490 sqft,No,"$1,334",R2875770,,Residential,1944.0,,"3130 Charles St, Vancouver, BC",2.0,4.0,0.0,25/04/2024,"$1,988,000",30/04/2024,"$1,960,000"
1328,1328,Single Family Residence,"$7,530",1891 sqft,Yes,"$1,157",R2874343,,Residential,1948.0,,"2797 W 21 St Ave, Vancouver, BC",2.0,6.0,2.0,22/04/2024,"$2,188,000",30/04/2024,"$2,208,888"
1329,1329,Apartment/Condominium,"$1,410",446 sqft,Yes,"$1,186",R2874201,,Residential,1999.0,,"708 - 1331 Alberni St, Vancouver, BC",1.0,0.0,1.0,22/04/2024,"$529,000",30/04/2024,"$520,000"
1330,1330,Apartment/Condominium,"$1,841",700 sqft,Yes,$941,R2876384,,Residential,1995.0,,"306 - 350 E 2nd Ave, Vancouver, BC",1.0,0.0,1.0,28/04/2024,"$659,000",30/04/2024,"$668,000"
1331,1331,Apartment/Condominium,,549 sqft,Yes,$561,R2876231,,Residential,1968.0,,"805 - 1850 Comox St, Vancouver, BC",1.0,1.0,1.0,28/04/2024,"$308,000",30/04/2024,"$302,500"
1332,1332,Single Family Residence,"$7,705",2475 sqft,No,$722,R2854618,,Residential,1914.0,,"1132 E 12th Ave, Vancouver, BC",3.0,6.0,2.0,29/02/2024,"$1,788,000",30/04/2024,"$1,600,000"
1333,1333,Apartment/Condominium,"$1,975",750 sqft,Yes,$865,R2873532,,Residential,1982.0,,"16 - 1870 Yew St, Vancouver, BC",1.0,1.0,1.0,21/04/2024,"$649,000",30/04/2024,"$635,000"
1334,1334,Apartment/Condominium,"$1,132",426 sqft,Yes,"$1,126",R2872274,,Residential,1999.0,,"318 - 1189 Howe St, Vancouver, BC",1.0,0.0,1.0,14/04/2024,"$479,900",30/04/2024,"$450,000"
1335,1335,Apartment/Condominium,"$1,453",586 sqft,Yes,"$1,023",R2874883,,Residential,1982.0,,"105 - 1365 E 7th Ave, Vancouver, BC",1.0,1.0,1.0,23/04/2024,"$599,800",30/04/2024,"$613,000"
1336,1336,Single Family Residence,,1316 sqft,No,"$1,063",R2875805,,Residential,2023.0,,"2707 E 40 Th Ave, Vancouver, BC",3.0,3.0,1.0,23/04/2024,"$1,399,000",30/04/2024,"$1,380,000"
1337,1337,Apartment/Condominium,"$3,862",833 sqft,Yes,"$1,500",R2854793,,Residential,2019.0,,"2516 - 87 Nelson St, Vancouver, BC",2.0,2.0,1.0,29/02/2024,"$1,250,000",30/04/2024,"$1,225,000"
1338,1338,Townhouse,"$4,225",1033 sqft,No,$772,R2873548,,Residential,9999.0,,"3695 W 16 Th Ave, Vancouver, BC",1.0,2.0,0.0,21/04/2024,"$798,000",29/04/2024,"$820,000"
1339,1339,Multi Family,,1165 sqft,No,"$1,019",R2873201,,Residential,2024.0,,"760 E 14th Ave, Vancouver, BC",2.0,3.0,1.0,21/04/2024,"$1,188,000",29/04/2024,"$1,215,000"
1340,1340,Single Family Residence,"$9,795",2684 sqft,No,$983,R2873837,,Residential,1913.0,,"28 W 21st Ave, Vancouver, BC",2.0,5.0,2.0,21/04/2024,"$2,638,880",29/04/2024,"$2,650,000"
1341,1341,Townhouse,"$3,363",2414 sqft,Yes,$951,R2861445,,Residential,1992.0,,"14 - 5760 Hampton Pl, Vancouver, BC",3.0,3.0,2.0,19/03/2024,"$2,298,000",29/04/2024,"$2,220,000"
1342,1342,Single Family Residence,"$7,531",2343 sqft,No,$852,R2874525,,Residential,1910.0,,"5229 Elgin St, Vancouver, BC",3.0,4.0,1.0,22/04/2024,"$1,998,000",29/04/2024,"$2,250,000"
1343,1343,Single Family Residence,"$8,114",2459 sqft,No,$967,R2859309,,Residential,1976.0,,"7950 French St, Vancouver, BC",3.0,6.0,4.0,12/03/2024,"$2,380,000",29/04/2024,"$2,335,000"
1344,1344,Single Family Residence,"$12,007",3435 sqft,Yes,"$1,160",R2874924,,Residential,2003.0,,"3193 W 42 Nd Ave, Vancouver, BC",4.0,4.0,3.0,18/04/2024,"$3,988,000",29/04/2024,"$3,988,000"
1345,1345,Apartment/Condominium,"$2,892",1018 sqft,Yes,$981,R2871912,,Residential,1988.0,,"403 - 1263 Barclay St, Vancouver, BC",2.0,2.0,1.0,15/04/2024,"$999,000",29/04/2024,"$990,000"
1346,1346,Single Family Residence,"$10,077",3280 sqft,Yes,$971,R2863649,,Residential,1983.0,,"3751 W 51st Ave, Vancouver, BC",4.0,5.0,5.0,26/03/2024,"$3,188,000",29/04/2024,"$3,158,000"
1347,1347,Apartment/Condominium,$988,730 sqft,Yes,$958,R2875019,,Residential,1997.0,,"210 - 5605 Hampton Pl, Vancouver, BC",1.0,2.0,2.0,23/04/2024,"$699,900",29/04/2024,"$725,000"
1348,1348,Single Family Residence,"$8,523",2546 sqft,Yes,"$1,059",R2873653,,Residential,1995.0,,"116 W 46th Ave, Vancouver, BC",3.0,5.0,2.0,21/04/2024,"$2,698,000",29/04/2024,"$2,930,000"
1349,1349,Apartment/Condominium,,548 sqft,Yes,$537,R2846563,,Residential,1967.0,,"901 - 1219 Harwood St, Vancouver, BC",1.0,1.0,0.0,06/02/2024,"$294,500",29/04/2024,"$292,000"
1350,1350,Apartment/Condominium,"$4,371",1091 sqft,Yes,"$1,465",R2875545,,Residential,1993.0,,"402 - 1233 Beach Ave, Vancouver, BC",2.0,2.0,1.0,24/04/2024,"$1,599,000",29/04/2024,"$1,675,000"
1351,1351,Apartment/Condominium,"$2,191",694 sqft,Yes,$978,R2873330,,Residential,2010.0,,"1205 - 833 Homer St, Vancouver, BC",1.0,1.0,1.0,21/04/2024,"$679,000",29/04/2024,"$690,000"
1352,1352,Apartment/Condominium,"$3,818",941 sqft,Yes,"$1,676",R2869024,,Residential,2021.0,,"506 - 4675 Cambie St, Vancouver, BC",2.0,2.0,1.0,09/04/2024,"$1,578,000",29/04/2024,"$1,470,000"
1353,1353,Single Family Residence,"$9,301",1961 sqft,No,"$1,325",R2873961,,Residential,1930.0,,"3760 W 37th Ave, Vancouver, BC",1.0,3.0,1.0,22/04/2024,"$2,599,000",29/04/2024,"$2,400,000"
1354,1354,Apartment/Condominium,"$3,518",1166 sqft,Yes,"$1,114",R2873280,,Residential,1992.0,,"603 - 2288 Pine St, Vancouver, BC",2.0,2.0,1.0,21/04/2024,"$1,299,900",29/04/2024,"$1,410,000"
1355,1355,Apartment/Condominium,"$2,489",740 sqft,Yes,"$1,214",R2873474,,Residential,2000.0,,"205 - 1868 W 5th Ave, Vancouver, BC",1.0,2.0,2.0,21/04/2024,"$899,000",29/04/2024,"$917,000"
1356,1356,Apartment/Condominium,"$2,338",836 sqft,Yes,"$1,015",R2873333,,Residential,1974.0,,"405 - 621 E 6th Ave, Vancouver, BC",1.0,2.0,1.0,21/04/2024,"$849,000",29/04/2024,"$924,000"
1357,1357,Townhouse,,1320 sqft,Yes,"$1,513",R2847440,,Residential,2026.0,,"719 28 Th Ave W, Vancouver, BC",2.0,3.0,1.0,05/02/2024,"$1,998,000",29/04/2024,"$1,998,000"
1358,1358,Apartment/Condominium,"$1,420",445 sqft,Yes,"$1,101",R2845812,,Residential,1996.0,,"1702 - 1238 Seymour St, Vancouver, BC",1.0,0.0,1.0,30/01/2024,"$489,999",29/04/2024,"$490,800"
1359,1359,Apartment/Condominium,"$2,191",567 sqft,Yes,"$1,197",R2873630,,Residential,1998.0,,"2205 - 1723 Alberni St, Vancouver, BC",1.0,1.0,1.0,21/04/2024,"$679,000",29/04/2024,"$715,000"
1360,1360,Apartment/Condominium,"$1,896",734 sqft,Yes,"$1,020",R2873969,,Residential,2020.0,,"707 - 3451 Sawmill Cres, Vancouver, BC",1.0,2.0,1.0,22/04/2024,"$748,888",29/04/2024,"$727,500"
1361,1361,Apartment/Condominium,"$2,756",966 sqft,Yes,$981,R2874660,,Residential,1997.0,,"103 - 2161 W 12th Ave, Vancouver, BC",2.0,2.0,2.0,23/04/2024,"$948,000",29/04/2024,"$958,000"
1362,1362,Apartment/Condominium,"$2,700",1084 sqft,Yes,$921,R2875049,,Residential,1975.0,,"202 - 1750 W 10th Ave, Vancouver, BC",2.0,2.0,2.0,23/04/2024,"$999,000",29/04/2024,"$999,999"
1363,1363,Single Family Residence,"$8,066",2471 sqft,Yes,"$1,001",R2873404,,Residential,1934.0,,"3753 W 16 Th Ave, Vancouver, BC",2.0,4.0,1.0,21/04/2024,"$2,475,000",29/04/2024,"$2,710,000"
1364,1364,Apartment/Condominium,"$1,599",620 sqft,Yes,$966,R2874357,,Residential,1972.0,,"107 - 2040 Cornwall Ave, Vancouver, BC",1.0,1.0,1.0,22/04/2024,"$599,000",29/04/2024,"$630,000"
1365,1365,Apartment/Condominium,"$2,383",968 sqft,Yes,"$1,030",R2873448,,Residential,2022.0,,"404 - 2408 Grant St, Vancouver, BC",2.0,2.0,1.0,21/04/2024,"$998,000",29/04/2024,"$972,000"
1366,1366,Apartment/Condominium,"$2,119",721 sqft,Yes,"$1,005",R2865051,,Residential,1996.0,,"2203 - 438 Seymour St, Vancouver, BC",2.0,2.0,1.0,01/04/2024,"$725,000",29/04/2024,"$720,000"
1367,1367,Apartment/Condominium,"$1,888",514 sqft,Yes,"$1,359",R2868908,,Residential,2013.0,,"607 - 168 W 1st Ave, Vancouver, BC",1.0,1.0,1.0,08/04/2024,"$698,800",29/04/2024,"$695,000"
1368,1368,Apartment/Condominium,"$4,477",1094 sqft,Yes,"$1,616",R2876453,,Residential,2021.0,,"403 - 4675 Cambie St, Vancouver, BC",2.0,2.0,2.0,28/04/2024,"$1,768,000",29/04/2024,"$1,738,000"
1369,1369,Apartment/Condominium,"$2,166",662 sqft,Yes,"$1,055",R2868207,,Residential,2006.0,,"1616 - 610 Granville St, Vancouver, BC",1.0,1.0,1.0,07/04/2024,"$699,000",28/04/2024,"$685,000"
1370,1370,Apartment/Condominium,"$3,139",917 sqft,Yes,"$1,188",R2874099,,Residential,2016.0,,"910 - 111 E 1st Ave, Vancouver, BC",2.0,2.0,1.0,23/04/2024,"$1,089,800",28/04/2024,"$1,088,800"
1371,1371,Apartment/Condominium,"$1,738",487 sqft,Yes,"$1,273",R2871552,,Residential,2019.0,,"1807 - 433 Marine Dr Sw, Vancouver, BC",1.0,1.0,1.0,15/04/2024,"$620,000",28/04/2024,"$610,000"
1372,1372,Single Family Residence,"$8,836",4126 sqft,Yes,$821,R2871304,,Residential,1912.0,,"2065 W 16th Ave, Vancouver, BC",3.0,6.0,3.0,14/04/2024,"$3,388,000",28/04/2024,"$3,200,000"
1373,1373,Multi Family,"$7,619",1696 sqft,Yes,"$1,673",R2875065,,Residential,2001.0,,"2511 W 1st Ave, Vancouver, BC",2.0,2.0,1.0,23/04/2024,"$2,838,000",28/04/2024,"$2,848,000"
1374,1374,Apartment/Condominium,,561 sqft,Yes,"$1,165",R2862208,,Residential,2028.0,,"705 - 3210 Riverwalk Ave, Vancouver, BC",1.0,1.0,1.0,21/03/2024,"$653,900",28/04/2024,"$653,900"
1375,1375,Single Family Residence,"$7,378",2304 sqft,No,$859,R2873198,,Residential,1998.0,,"2703 Kitsilano Divers, Vancouver, BC",3.0,4.0,1.0,21/04/2024,"$1,980,000",28/04/2024,"$2,175,000"
1376,1376,Townhouse,"$4,015",1197 sqft,Yes,"$1,290",R2873496,,Residential,2017.0,,"431 Vernon Dr, Vancouver, BC",2.0,3.0,1.0,21/04/2024,"$1,545,000",28/04/2024,"$1,510,000"
1377,1377,Apartment/Condominium,"$2,300",867 sqft,Yes,"$1,130",R2844870,,Residential,1993.0,,"203 - 3480 Main St, Vancouver, BC",2.0,2.0,1.0,29/04/2024,"$949,900",-,-
1378,1378,Townhouse,"$2,967",1893 sqft,Yes,$696,R2875599,,Residential,1981.0,,"7817 Marchwood Pl, Vancouver, BC",2.0,3.0,2.0,24/04/2024,"$1,318,000",28/04/2024,"$1,310,000"
1379,1379,Apartment/Condominium,"$1,755",594 sqft,Yes,"$1,008",R2873612,,Residential,2017.0,,"2104 - 5515 Boundary Rd, Vancouver, BC",1.0,1.0,1.0,21/04/2024,"$599,000",28/04/2024,"$640,000"
1380,1380,Townhouse,"$5,119",1767 sqft,Yes,"$1,069",R2841631,,Residential,2017.0,,"5472 Oak St, Vancouver, BC",3.0,3.0,2.0,14/01/2024,"$1,890,000",28/04/2024,"$1,830,000"
1381,1381,Multi Family,,1362 sqft,Yes,"$1,101",R2860291,,Residential,2023.0,,"2040 Mannering Ave, Vancouver, BC",3.0,3.0,1.0,17/03/2024,"$1,499,900",28/04/2024,"$1,472,000"
1382,1382,Apartment/Condominium,"$1,871",602 sqft,Yes,"$1,161",R2873939,,Residential,1986.0,,"207 - 2110 Cornwall Ave, Vancouver, BC",1.0,1.0,1.0,22/04/2024,"$699,000",28/04/2024,"$750,000"
1383,1383,Apartment/Condominium,"$1,955",736 sqft,Yes,$950,R2870732,,Residential,2016.0,,"401 - 417 Great Northern Way, Vancouver, BC",1.0,1.0,1.0,14/04/2024,"$699,900",28/04/2024,"$699,900"
1384,1384,Apartment/Condominium,"$3,757",1062 sqft,Yes,"$1,129",R2874701,,Residential,2008.0,,"2501 - 788 Richards St, Vancouver, BC",2.0,2.0,1.0,23/04/2024,"$1,199,000",28/04/2024,"$1,185,000"
1385,1385,Apartment/Condominium,"$2,060",875 sqft,Yes,$981,R2866092,,Residential,2007.0,,"452 - 1483 King Edward Ave E, Vancouver, BC",2.0,2.0,0.0,01/04/2024,"$859,000",28/04/2024,"$825,000"
1386,1386,Multi Family,"$5,405",1238 sqft,Yes,"$1,210",R2870262,,Residential,1992.0,,"3039 Clark Dr, Vancouver, BC",2.0,3.0,1.0,22/04/2024,"$1,498,000",28/04/2024,"$1,505,000"
1387,1387,Single Family Residence,"$12,314",2867 sqft,Yes,"$1,568",R2861164,,Residential,2020.0,,"4323 W 13th Ave, Vancouver, BC",5.0,5.0,3.0,18/03/2024,"$4,498,000",28/04/2024,"$4,368,000"
1388,1388,Apartment/Condominium,"$2,097",661 sqft,Yes,"$1,293",R2849399,,Residential,2007.0,,"403 - 3595 W 18th Ave, Vancouver, BC",1.0,1.0,1.0,10/02/2024,"$855,000",28/04/2024,"$815,000"
1389,1389,Apartment/Condominium,"$2,227",648 sqft,Yes,"$1,197",R2875841,,Residential,2013.0,,"602 - 63 W 2 Nd Ave, Vancouver, BC",1.0,1.0,1.0,24/04/2024,"$776,000",28/04/2024,"$765,000"
1390,1390,Apartment/Condominium,"$1,334",473 sqft,Yes,"$1,052",R2873565,,Residential,1975.0,,"410 - 2142 Carolina St, Vancouver, BC",1.0,1.0,1.0,21/04/2024,"$498,000",28/04/2024,"$480,000"
1391,1391,Single Family Residence,"$8,493",3616 sqft,No,$718,R2872974,,Residential,1973.0,,"3226 E 62nd Ave, Vancouver, BC",4.0,6.0,4.0,18/04/2024,"$2,599,000",28/04/2024,"$2,599,000"
