mlsId,beds,baths,address,sqFt,parking,taxes,pricePerSqFt,yearBuilt,propertyType,listingDate,listingPrice
R2896207,7,3,"6676 Nanaimo St, Vancouver, BC, Canada",2912.0,3,7727.0,676.0,1968.0,SingleFamily,17/06/2024,1970000.0
R2895699,0,1,"2250 Oxford St, Vancouver, BC, Canada",508.0,1,940.0,883.0,1975.0,Condo,16/06/2024,449000.0
R2895512,3,2,"620 Cardero St, Vancouver, BC, Canada",1540.0,1,9236.0,2259.0,2020.0,Condo,16/06/2024,3480000.0
R2896277,2,2,"5687 Gray Ave, Vancouver, BC, Canada",878.0,1,1617.0,1138.0,2018.0,Condo,16/06/2024,999800.0
R2895321,1,1,"110 Switchmen St, Vancouver, BC, Canada",575.0,1,2070.0,1267.0,2014.0,Condo,16/06/2024,729000.0
R2896592,3,2,"2265 W 14th Ave, Vancouver, BC, Canada",1630.0,0,7752.0,1748.0,1909.0,SingleFamily,16/06/2024,2850000.0
R2897781,2,2,"7433 Cambie St, Vancouver, BC, Canada",830.0,0,3635.0,1756.0,2022.0,Condo,16/06/2024,1458000.0
R2895659,1,1,"221 Union St, Vancouver, BC, Canada",633.0,1,1655.0,867.0,2010.0,Condo,16/06/2024,549000.0
R2895716,2,2,"623 W 14th Ave, Vancouver, BC, Canada",965.0,2,2742.0,1243.0,1991.0,Condo,16/06/2024,1199900.0
R2895923,2,2,"36 Water St, Vancouver, BC, Canada",1620.0,2,8254.0,1820.0,2008.0,Condo,16/06/2024,2950000.0
R2895906,2,2,"1239 W Georgia St, Vancouver, BC, Canada",816.0,1,2633.0,1335.0,1999.0,Condo,16/06/2024,1090000.0
R2895630,2,2,"1465 Walnut St, Vancouver, BC, Canada",1217.0,2,3462.0,1380.0,1989.0,Townhouse,16/06/2024,1680000.0
R2896611,2,2,"388 Drake St, Vancouver, BC, Canada",1227.0,2,4425.0,1303.0,1995.0,Condo,16/06/2024,1599000.0
R2895605,4,3,"1746 Kitchener St, Vancouver, BC, Canada",2241.0,1,8100.0,1062.0,1998.0,SingleFamily,16/06/2024,2380000.0
R2895464,1,1,"8188 Fraser St, Vancouver, BC, Canada",476.0,0,1600.0,1176.0,2021.0,Condo,16/06/2024,560000.0
R2895859,2,2,"188 Keefer St, Vancouver, BC, Canada",706.0,1,2163.0,990.0,2016.0,Condo,16/06/2024,699000.0
R2897118,1,1,"1080 Pacific St, Vancouver, BC, Canada",640.0,1,1630.0,859.0,1981.0,Condo,16/06/2024,549900.0
R2895318,1,2,"2508 Fraser St, Vancouver, BC, Canada",688.0,1,2063.0,1261.0,2021.0,Condo,16/06/2024,868000.0
R2895602,1,1,"2103 W 45th Ave, Vancouver, BC, Canada",777.0,1,1938.0,988.0,2004.0,Condo,16/06/2024,768000.0
R2895054,1,1,"999 Seymour St, Vancouver, BC, Canada",630.0,1,2030.0,1109.0,2014.0,Condo,16/06/2024,699000.0
R2896487,1,1,"445 W 2Nd Ave, Vancouver, BC, Canada",688.0,1,1475.0,1043.0,2012.0,Condo,16/06/2024,718000.0
R2895931,2,1,"2222 Cambridge St, Vancouver, BC, Canada",872.0,1,1797.0,711.0,1974.0,Condo,16/06/2024,620000.0
R2896178,5,7,"3867 W 14th Ave, Vancouver, BC, Canada",4140.0,3,25848.0,1760.0,2018.0,SingleFamily,16/06/2024,7288000.0
R2895309,1,1,"555 Jervis St, Vancouver, BC, Canada",592.0,1,2094.0,1282.0,1995.0,Condo,16/06/2024,759000.0
R2895804,2,1,"1625 Hornby St, Vancouver, BC, Canada",937.0,1,2953.0,947.0,1987.0,Condo,16/06/2024,888000.0
R2895458,5,3,"1622 W 65th Ave, Vancouver, BC, Canada",2465.0,2,9377.0,1013.0,1985.0,SingleFamily,16/06/2024,2499000.0
R2896162,7,8,"7112 Beechwood St, Vancouver, BC, Canada",6629.0,4,23939.0,902.0,2004.0,SingleFamily,16/06/2024,5980000.0
R2895723,1,1,"1777 W 7th Ave, Vancouver, BC, Canada",602.0,1,2105.0,1403.0,2013.0,Condo,16/06/2024,845000.0
R2894781,0,1,"969 Richards St, Vancouver, BC, Canada",417.0,0,1215.0,1196.0,2002.0,Condo,16/06/2024,499000.0
R2895372,1,1,"33 W Pender St, Vancouver, BC, Canada",628.0,1,1446.0,955.0,2009.0,Condo,16/06/2024,599800.0
R2896154,6,3,"3315 Charles St, Vancouver, BC, Canada",2036.0,4,6939.0,878.0,1994.0,SingleFamily,16/06/2024,1788888.0
R2896189,0,1,"233 Abbott St, Vancouver, BC, Canada",510.0,0,1333.0,823.0,1996.0,Condo,16/06/2024,419900.0
R2895519,3,2,"2045 Dunbar St, Vancouver, BC, Canada",1511.0,0,3952.0,958.0,1996.0,Condo,16/06/2024,1449000.0
R2896390,1,1,"1325 Rolston St, Vancouver, BC, Canada",589.0,1,1972.0,1188.0,2013.0,Condo,16/06/2024,699900.0
R2895443,4,5,"3913 W 19Th Ave, Vancouver, BC, Canada",2865.0,2,11000.0,1496.0,2016.0,SingleFamily,16/06/2024,4288000.0
R2895474,2,2,"55 Alexander St, Vancouver, BC, Canada",923.0,1,2333.0,1060.0,1999.0,Condo,16/06/2024,979000.0
R2896784,4,2,"5338 Mchardy St, Vancouver, BC, Canada",2008.0,0,5839.0,1767.0,1910.0,SingleFamily,16/06/2024,3550000.0
R2895436,5,2,"1730 E 36th Ave, Vancouver, BC, Canada",1885.0,2,6288.0,1007.0,1976.0,SingleFamily,16/06/2024,1899000.0
R2896318,2,2,"2310 Trafalgar St, Vancouver, BC, Canada",1155.0,1,3376.0,1194.0,1984.0,Townhouse,16/06/2024,1380000.0
R2895989,2,2,"438 Seymour St, Vancouver, BC, Canada",710.0,0,2144.0,1056.0,1996.0,Condo,16/06/2024,749900.0
R2894943,2,2,"867 Hamilton St, Vancouver, BC, Canada",1244.0,1,3151.0,956.0,1994.0,Condo,13/06/2024,1190000.0
R2894921,1,1,"1238 Seymour St, Vancouver, BC, Canada",626.0,1,1821.0,1052.0,1996.0,Condo,13/06/2024,658800.0
R2895053,2,2,"2220 Kingsway, Vancouver, BC, Canada",720.0,2,2066.0,1109.0,2017.0,Condo,13/06/2024,799000.0
R2894945,2,2,"3188 Riverwalk Ave, Vancouver, BC, Canada",912.0,1,2297.0,984.0,2021.0,Condo,13/06/2024,898000.0
R2895055,2,2,"867 Hamilton St, Vancouver, BC, Canada",1183.0,1,2989.0,1005.0,1994.0,Condo,13/06/2024,1189800.0
R2896750,3,2,"5344 Mchardy St, Vancouver, BC, Canada",1778.0,0,5755.0,2249.0,1911.0,SingleFamily,13/06/2024,4000000.0
R2894939,1,1,"1009 Harwood St, Vancouver, BC, Canada",582.0,1,1985.0,1338.0,2014.0,Condo,12/06/2024,778900.0
R2895133,1,1,"1200 W Georgia St, Vancouver, BC, Canada",585.0,1,1849.0,1193.0,1998.0,Condo,12/06/2024,698000.0
R2894478,2,2,"1001 Homer St, Vancouver, BC, Canada",883.0,1,2700.0,1217.0,2005.0,Condo,12/06/2024,1075000.0
R2894650,6,2,"6307 Chester St, Vancouver, BC, Canada",2137.0,3,6536.0,841.0,1916.0,SingleFamily,12/06/2024,1799000.0
R2894775,6,6,"6210 Larch St, Vancouver, BC, Canada",3535.0,2,6749.0,1213.0,2024.0,SingleFamily,12/06/2024,4288000.0
R2895013,2,1,"5168 Cambie St, Vancouver, BC, Canada",706.0,1,2556.0,1678.0,2024.0,Condo,12/06/2024,1185000.0
R2894568,1,1,"777 Burrard St, Vancouver, BC, Canada",714.0,0,1948.0,959.0,1914.0,Condo,12/06/2024,685000.0
R2893392,1,1,"688 Abbott St, Vancouver, BC, Canada",609.0,1,1883.0,1257.0,2007.0,Condo,11/06/2024,765900.0
R2894917,2,1,"111 W Georgia St, Vancouver, BC, Canada",806.0,0,2138.0,1027.0,2007.0,Condo,12/06/2024,828000.0
R2895182,5,4,"4528 Langara Ave, Vancouver, BC, Canada",4361.0,2,47119.0,2288.0,2021.0,SingleFamily,12/06/2024,9980000.0
R2895014,2,2,"3637 W 17th Ave, Vancouver, BC, Canada",815.0,1,2569.0,1138.0,2003.0,Condo,12/06/2024,928000.0
R2894418,2,2,"8538 River District Cross, Vancouver, BC, Canada",762.0,1,2308.0,1115.0,2018.0,Condo,12/06/2024,850000.0
R2894370,1,1,"384 E 1St Ave, Vancouver, BC, Canada",610.0,1,1858.0,1106.0,2016.0,Condo,11/06/2024,675000.0
R2894742,8,4,"3887 W 51st Ave, Vancouver, BC, Canada",2086.0,6,9201.0,1289.0,1923.0,SingleFamily,11/06/2024,2690000.0
R2894516,2,2,"5740 Toronto Rd, Vancouver, BC, Canada",858.0,1,2321.0,1139.0,2006.0,Condo,11/06/2024,978000.0
R2894270,2,1,"265 E 15th Ave, Vancouver, BC, Canada",893.0,1,2343.0,839.0,1976.0,Condo,11/06/2024,750000.0
R2893961,5,3,"3369 Price St, Vancouver, BC, Canada",2368.0,2,8017.0,1013.0,1959.0,SingleFamily,11/06/2024,2398800.0
R2894346,2,2,"583 Beach Cres, Vancouver, BC, Canada",1157.0,1,3982.0,1209.0,2005.0,Condo,11/06/2024,1399000.0
R2893956,5,4,"3488 Collingwood St, Vancouver, BC, Canada",4082.0,4,18159.0,1224.0,1986.0,SingleFamily,11/06/2024,4998000.0
R2894087,4,2,"3325 Winlaw Pl, Vancouver, BC, Canada",2707.0,5,8259.0,775.0,1969.0,SingleFamily,11/06/2024,2099000.0
R2893936,1,1,"1480 Howe St, Vancouver, BC, Canada",660.0,1,2809.0,1436.0,2020.0,Condo,11/06/2024,948000.0
R2895513,1,1,"1082 Seymour St, Vancouver, BC, Canada",495.0,1,1655.0,1208.0,2006.0,Condo,11/06/2024,598000.0
R2894123,2,2,"1355 Harwood St, Vancouver, BC, Canada",1063.0,2,2361.0,986.0,1975.0,Condo,11/06/2024,1049000.0
R2894100,2,2,"4988 Cambie St, Vancouver, BC, Canada",918.0,2,3431.0,1404.0,2020.0,Condo,11/06/2024,1288888.0
R2894368,10,7,"2132 E 27th Ave, Vancouver, BC, Canada",3908.0,1,7177.0,777.0,2016.0,SingleFamily,11/06/2024,3038000.0
R2894339,4,3,"5958 Iona Dr, Vancouver, BC, Canada",2257.0,1,2503.0,1107.0,2006.0,Townhouse,11/06/2024,2500000.0
R2894274,7,4,"5794 Lanark St, Vancouver, BC, Canada",2906.0,0,6971.0,664.0,1980.0,SingleFamily,11/06/2024,1930000.0
R2893345,5,2,"5150 Spencer St, Vancouver, BC, Canada",1432.0,2,6641.0,1186.0,1954.0,SingleFamily,10/06/2024,1699000.0
R2894784,3,2,"889 Pacific St, Vancouver, BC, Canada",1238.0,2,8529.0,2140.0,2021.0,Condo,10/06/2024,2650000.0
R2893225,5,3,"1573 W 66Th Ave, Vancouver, BC, Canada",2398.0,2,8492.0,1037.0,1989.0,SingleFamily,10/06/2024,2488000.0
R2894643,3,2,"1206 W 14th Ave, Vancouver, BC, Canada",1068.0,1,2978.0,1147.0,1986.0,Condo,10/06/2024,1225000.0
R2893786,1,0,"36 Water St, Vancouver, BC, Canada",753.0,1,2295.0,981.0,2008.0,Condo,10/06/2024,738800.0
R2893864,2,2,"788 Richards St, Vancouver, BC, Canada",800.0,2,2486.0,1218.0,2008.0,Condo,10/06/2024,974888.0
R2892996,1,2,"518 Beatty St, Vancouver, BC, Canada",1166.0,1,3737.0,1225.0,1996.0,Condo,10/06/2024,1428800.0
R2893468,4,2,"1504 E 20th Ave, Vancouver, BC, Canada",2503.0,1,7129.0,998.0,1910.0,SingleFamily,10/06/2024,2498000.0
R2893520,1,1,"3520 Crowley Dr, Vancouver, BC, Canada",678.0,1,1499.0,883.0,2001.0,Condo,10/06/2024,599000.0
R2893173,4,1,"1635 E 57th Ave, Vancouver, BC, Canada",1514.0,0,6542.0,1106.0,1953.0,SingleFamily,10/06/2024,1675000.0
R2893782,1,1,"29 Smithe Mews, Vancouver, BC, Canada",1092.0,2,3804.0,1097.0,2009.0,Condo,10/06/2024,1198000.0
R2895406,2,1,"3563 Ross Dr, Vancouver, BC, Canada",719.0,1,1488.0,1223.0,2020.0,Condo,10/06/2024,880000.0
R2893370,2,1,"2173 Charles St, Vancouver, BC, Canada",1242.0,1,3545.0,1238.0,2008.0,MultiFamily,10/06/2024,1538000.0
R2893533,5,3,"692 W 51st Ave, Vancouver, BC, Canada",4121.0,3,11643.0,895.0,1959.0,SingleFamily,10/06/2024,3690000.0
R2894812,1,1,"3438 Vanness Ave, Vancouver, BC, Canada",578.0,1,1465.0,951.0,1998.0,Condo,10/06/2024,549900.0
R2893955,4,3,"6812 Arbutus St, Vancouver, BC, Canada",4132.0,5,23639.0,1377.0,1941.0,SingleFamily,10/06/2024,5690000.0
R2893482,2,2,"620 Cardero St, Vancouver, BC, Canada",1391.0,3,8089.0,2076.0,2020.0,Condo,10/06/2024,2888000.0
R2893467,8,4,"1055 W 57th Ave, Vancouver, BC, Canada",3427.0,2,17305.0,1459.0,1974.0,SingleFamily,10/06/2024,4999999.0
R2893517,1,1,"5770 Oak St, Vancouver, BC, Canada",734.0,1,1649.0,952.0,2002.0,Condo,10/06/2024,699000.0
R2893179,6,3,"5480 Collingwood St, Vancouver, BC, Canada",2710.0,3,11454.0,1290.0,1930.0,SingleFamily,10/06/2024,3498000.0
R2893698,2,2,"1228 Marinaside Cres, Vancouver, BC, Canada",996.0,1,2923.0,1003.0,1998.0,Condo,10/06/2024,999000.0
R2894117,3,2,"4988 Cambie St, Vancouver, BC, Canada",1367.0,2,2525.0,1307.0,2020.0,Condo,10/06/2024,1788000.0
R2893290,2,2,"3581 Ross Dr, Vancouver, BC, Canada",814.0,1,1757.0,1336.0,2018.0,Condo,10/06/2024,1088000.0
R2893308,1,1,"11 550 Beatty St, Vancouver, BC, Canada",996.0,1,2461.0,902.0,1983.0,Condo,09/06/2024,899000.0
R2893163,2,2,"1480 Howe St, Vancouver, BC, Canada",887.0,1,3893.0,1251.0,2020.0,Condo,09/06/2024,1110000.0
R2893374,3,2,"1338 Homer St, Vancouver, BC, Canada",1205.0,2,2957.0,1153.0,1995.0,Condo,09/06/2024,1390000.0
R2892555,4,3,"2340 E 33Rd Ave, Vancouver, BC, Canada",1448.0,1,4273.0,1035.0,2016.0,MultiFamily,09/06/2024,1499000.0
R2892711,4,2,"1550 Coal Harbour Quay, Vancouver, BC, Canada",1954.0,2,8997.0,1919.0,1998.0,Condo,09/06/2024,3750000.0
R2893054,3,2,"619 E 22nd Ave, Vancouver, BC, Canada",2551.0,1,8535.0,764.0,1912.0,SingleFamily,09/06/2024,1950000.0
R2893394,1,1,"7928 Yukon St, Vancouver, BC, Canada",648.0,1,2138.0,1155.0,2017.0,Condo,09/06/2024,749000.0
R2892830,3,3,"1929 Kitchener St, Vancouver, BC, Canada",1740.0,1,5212.0,1109.0,2020.0,MultiFamily,09/06/2024,1929900.0
R2893076,6,2,"806 E 55th Ave, Vancouver, BC, Canada",2588.0,2,6583.0,726.0,1967.0,SingleFamily,09/06/2024,1880000.0
R2892676,2,2,"3289 Riverwalk Ave, Vancouver, BC, Canada",932.0,1,2183.0,885.0,2018.0,Condo,09/06/2024,825000.0
R2893000,3,2,"788 Hamilton St, Vancouver, BC, Canada",1098.0,1,2967.0,881.0,2009.0,Condo,09/06/2024,968000.0
R2893679,5,3,"5807 Olympic St, Vancouver, BC, Canada",3211.0,4,10670.0,1089.0,1931.0,SingleFamily,09/06/2024,3498000.0
R2892352,5,3,"21 King Edward Ave E, Vancouver, BC, Canada",2505.0,4,6933.0,877.0,1988.0,SingleFamily,09/06/2024,2198000.0
R2893041,6,4,"2505 Charles St, Vancouver, BC, Canada",1994.0,2,7473.0,1078.0,1996.0,SingleFamily,09/06/2024,2150000.0
R2892637,2,2,"1661 Ontario St, Vancouver, BC, Canada",1099.0,2,3627.0,1235.0,2009.0,Condo,09/06/2024,1358000.0
R2893260,1,1,"55 E Cordova St, Vancouver, BC, Canada",924.0,0,2347.0,865.0,2006.0,Condo,09/06/2024,799900.0
R2892763,1,1,"168 Powell St, Vancouver, BC, Canada",566.0,0,1315.0,756.0,2009.0,Condo,09/06/2024,428000.0
R2892457,1,1,"469 King Edward Ave W, Vancouver, BC, Canada",636.0,1,2539.0,1257.0,2021.0,Condo,09/06/2024,799900.0
R2892651,2,2,"4908 Cambie St, Vancouver, BC, Canada",819.0,1,3064.0,1404.0,2021.0,Condo,09/06/2024,1149900.0
R2893602,5,3,"736 W 49th Ave, Vancouver, BC, Canada",2875.0,2,12379.0,1808.0,1958.0,SingleFamily,09/06/2024,5200000.0
R2892845,3,3,"2715 E Pender St, Vancouver, BC, Canada",1486.0,2,6306.0,1109.0,2024.0,MultiFamily,09/06/2024,1648000.0
R2893191,6,4,"1688 W 61st Ave, Vancouver, BC, Canada",3948.0,4,13516.0,1088.0,1995.0,SingleFamily,09/06/2024,4298000.0
R2893748,7,5,"6466 Commercial St, Vancouver, BC, Canada",2810.0,2,7748.0,889.0,2009.0,SingleFamily,09/06/2024,2499000.0
R2892439,1,1,"750 E 7Th Ave, Vancouver, BC, Canada",610.0,1,1216.0,860.0,1974.0,Condo,09/06/2024,525000.0
R2892621,2,2,"1709 Ontario St, Vancouver, BC, Canada",1204.0,1,3721.0,1078.0,2015.0,Townhouse,09/06/2024,1299000.0
R2893181,7,5,"585 60Th Ave W, Vancouver, BC, Canada",3293.0,4,13220.0,1169.0,2009.0,SingleFamily,09/06/2024,3850000.0
R2893062,6,4,"2122 Marine Dr Sw, Vancouver, BC, Canada",7111.0,5,19652.0,646.0,1980.0,SingleFamily,09/06/2024,4595000.0
R2892391,1,1,"1717 Haro St, Vancouver, BC, Canada",667.0,1,1564.0,973.0,1977.0,Condo,09/06/2024,649000.0
R2892658,5,3,"3594 King Edward Ave W, Vancouver, BC, Canada",3033.0,0,10911.0,1813.0,1925.0,SingleFamily,09/06/2024,5500000.0
R2892545,2,2,"1289 Hornby St, Vancouver, BC, Canada",838.0,1,3600.0,1515.0,2021.0,Condo,06/06/2024,1269900.0
R2892552,8,5,"4841 Dumfries St, Vancouver, BC, Canada",2858.0,1,7184.0,1049.0,2021.0,SingleFamily,07/06/2024,2999000.0
R2891915,3,2,"2344 W 45th Ave, Vancouver, BC, Canada",1733.0,0,8345.0,1551.0,1923.0,SingleFamily,06/06/2024,2688000.0
R2891947,0,1,"1367 Alberni St, Vancouver, BC, Canada",400.0,1,1274.0,1247.0,1999.0,Condo,06/06/2024,499000.0
R2892055,3,3,"1248 23Rd Ave E, Vancouver, BC, Canada",1348.0,1,4863.0,1298.0,2019.0,MultiFamily,06/06/2024,1750000.0
R2892273,2,2,"2502 W 33Rd Ave, Vancouver, BC, Canada",1373.0,1,1351.0,1375.0,2022.0,Townhouse,07/06/2024,1888000.0
R2892824,5,2,"1350 Laurier Ave, Vancouver, BC, Canada",3361.0,0,46199.0,2969.0,1952.0,SingleFamily,06/06/2024,9980000.0
R2892181,1,1,"5735 Hampton Pl, Vancouver, BC, Canada",773.0,1,1114.0,937.0,1996.0,Condo,06/06/2024,725000.0
R2891905,5,1,"4086 W 8th Ave, Vancouver, BC, Canada",3208.0,3,27060.0,1402.0,1931.0,SingleFamily,06/06/2024,4498000.0
R2892104,6,2,"4530 Reid St, Vancouver, BC, Canada",2527.0,4,7579.0,763.0,1962.0,SingleFamily,06/06/2024,1929000.0
R2892183,2,2,"5989 Walter Gage Rd, Vancouver, BC, Canada",1203.0,2,1884.0,1309.0,2007.0,Condo,06/06/2024,1575000.0
R2891849,2,2,"2628 Ash St, Vancouver, BC, Canada",1064.0,1,2789.0,939.0,1989.0,Condo,06/06/2024,999888.0
R2892580,2,2,"1289 Hornby St, Vancouver, BC, Canada",858.0,1,3600.0,1513.0,2021.0,Condo,06/06/2024,1299000.0
R2891788,1,1,"5058 Joyce St, Vancouver, BC, Canada",440.0,0,1566.0,1247.0,2021.0,Condo,05/06/2024,549000.0
R2891333,1,1,"1351 Continental St, Vancouver, BC, Canada",587.0,1,2055.0,1325.0,2013.0,Condo,05/06/2024,778000.0
R2891812,3,2,"1331 Alberni St, Vancouver, BC, Canada",1614.0,2,4546.0,1237.0,1999.0,Condo,05/06/2024,1998000.0
R2891422,5,6,"4397 W 16Th Ave, Vancouver, BC, Canada",3519.0,1,7797.0,1269.0,2021.0,SingleFamily,05/06/2024,4468000.0
R2891898,5,3,"419 E 60th Ave, Vancouver, BC, Canada",2439.0,5,6621.0,938.0,1982.0,SingleFamily,05/06/2024,2288000.0
R2891315,3,2,"5876 Tyne St, Vancouver, BC, Canada",1911.0,1,7441.0,1046.0,1912.0,SingleFamily,05/06/2024,1999999.0
R2891318,2,2,"1577 57Th Ave W, Vancouver, BC, Canada",1352.0,2,4950.0,1471.0,2019.0,Townhouse,05/06/2024,1990000.0
R2891695,4,3,"7567 Ontario St, Vancouver, BC, Canada",2248.0,3,8329.0,1183.0,1990.0,SingleFamily,05/06/2024,2660000.0
R2891488,1,1,"22 E Cordova St, Vancouver, BC, Canada",1022.0,1,2397.0,879.0,1997.0,Condo,05/06/2024,899000.0
R2891805,2,2,"837 W Hastings St, Vancouver, BC, Canada",1170.0,1,3064.0,1442.0,1998.0,Condo,05/06/2024,1688000.0
R2891353,2,2,"4638 Gladstone St, Vancouver, BC, Canada",894.0,1,2489.0,995.0,2018.0,Condo,05/06/2024,890000.0
R2891417,3,3,"1328 W Pender St, Vancouver, BC, Canada",1278.0,1,4825.0,1471.0,2003.0,Condo,05/06/2024,1880000.0
R2891768,2,2,"1788 W Georgia St, Vancouver, BC, Canada",1344.0,2,3198.0,921.0,1992.0,Condo,05/06/2024,1238000.0
R2891613,2,2,"4638 Gladstone St, Vancouver, BC, Canada",791.0,1,2177.0,1072.0,2019.0,Condo,05/06/2024,848000.0
R2892186,3,2,"6733 Cambie St, Vancouver, BC, Canada",1165.0,1,4521.0,1372.0,2021.0,Condo,05/06/2024,1599000.0
R2891669,7,5,"603 E 57th Ave, Vancouver, BC, Canada",3170.0,1,5693.0,1100.0,2023.0,SingleFamily,05/06/2024,3488000.0
R2890628,1,1,"1151 W Georgia St, Vancouver, BC, Canada",640.0,1,2939.0,1545.0,2016.0,Condo,04/06/2024,988888.0
R2891232,4,2,"2796 E 16th Ave, Vancouver, BC, Canada",1897.0,3,7233.0,1053.0,1939.0,SingleFamily,04/06/2024,1999000.0
R2891173,8,3,"438 17Th Ave W, Vancouver, BC, Canada",3628.0,4,10818.0,1101.0,1930.0,SingleFamily,04/06/2024,3998000.0
R2891755,5,4,"1089 King Edward Ave E, Vancouver, BC, Canada",1954.0,4,7546.0,1220.0,1997.0,SingleFamily,04/06/2024,2385000.0
R2891760,2,1,"1345 W 15th Ave, Vancouver, BC, Canada",977.0,1,2344.0,920.0,1977.0,Condo,04/06/2024,899000.0
R2891400,1,1,"1768 Cook St, Vancouver, BC, Canada",461.0,0,1846.0,1297.0,2021.0,Condo,04/06/2024,598000.0
R2890805,5,2,"2610 E 7Th Ave, Vancouver, BC, Canada",2335.0,4,6805.0,890.0,1978.0,SingleFamily,04/06/2024,2080000.0
R2891163,6,5,"4587 Fleming St, Vancouver, BC, Canada",2694.0,2,6569.0,997.0,2017.0,SingleFamily,04/06/2024,2688000.0
R2891238,1,1,"55 Alexander St, Vancouver, BC, Canada",494.0,0,1307.0,1113.0,2000.0,Condo,04/06/2024,550000.0
R2891286,1,1,"888 Homer St, Vancouver, BC, Canada",680.0,1,2084.0,1175.0,2011.0,Condo,04/06/2024,799000.0
R2891757,1,1,"688 Abbott St, Vancouver, BC, Canada",601.0,1,1596.0,1201.0,2007.0,Condo,04/06/2024,721991.0
R2891188,6,5,"530 E 18th Ave, Vancouver, BC, Canada",2769.0,1,7296.0,993.0,2022.0,SingleFamily,04/06/2024,2750000.0
R2890812,3,2,"7023 Neal St, Vancouver, BC, Canada",2089.0,2,11874.0,1768.0,1964.0,SingleFamily,04/06/2024,3695000.0
R2891099,2,1,"469 King Edward Ave W, Vancouver, BC, Canada",706.0,1,3037.0,1256.0,2021.0,Condo,04/06/2024,887000.0
R2890957,4,3,"2466 E 41st Ave, Vancouver, BC, Canada",1530.0,2,5912.0,1110.0,1912.0,SingleFamily,04/06/2024,1699000.0
R2890313,3,2,"1338 Homer St, Vancouver, BC, Canada",1154.0,2,3207.0,1256.0,1994.0,Condo,03/06/2024,1450000.0
R2890637,2,2,"209 E 7Th Ave, Vancouver, BC, Canada",873.0,0,2764.0,1201.0,2018.0,Condo,03/06/2024,1048800.0
R2890575,2,2,"5080 Quebec St, Vancouver, BC, Canada",1015.0,1,3292.0,1230.0,2017.0,Condo,03/06/2024,1249000.0
R2890722,3,3,"1790 Bayshore Dr, Vancouver, BC, Canada",2528.0,3,11579.0,2175.0,1997.0,Condo,03/06/2024,5499800.0
R2891642,2,2,"1151 W Georgia St, Vancouver, BC, Canada",1147.0,1,5798.0,1996.0,2016.0,Condo,03/06/2024,2290000.0
R2890684,1,1,"1783 Manitoba St, Vancouver, BC, Canada",601.0,1,2223.0,1272.0,2015.0,Condo,03/06/2024,765000.0
R2890658,2,2,"1205 Howe St, Vancouver, BC, Canada",1260.0,2,4263.0,1253.0,2010.0,Condo,03/06/2024,1578888.0
R2891245,2,2,"1288 Marinaside Cres, Vancouver, BC, Canada",1077.0,1,3996.0,1567.0,1997.0,Condo,03/06/2024,1688000.0
R2890499,1,1,"5629 Birney Ave, Vancouver, BC, Canada",601.0,1,1329.0,1445.0,2021.0,Condo,03/06/2024,869000.0
R2890329,2,2,"601 Jervis St, Vancouver, BC, Canada",1378.0,1,3818.0,978.0,2003.0,Townhouse,03/06/2024,1349000.0
R2889586,7,8,"5669 Angus Dr, Vancouver, BC, Canada",7030.0,6,32377.0,1136.0,2009.0,SingleFamily,02/06/2024,7988000.0
R2890460,2,2,"238 W Broadway, Vancouver, BC, Canada",787.0,1,2603.0,1268.0,2016.0,Condo,03/06/2024,998000.0
R2890326,1,1,"68 Smithe St, Vancouver, BC, Canada",736.0,1,2366.0,1139.0,2016.0,Condo,03/06/2024,839000.0
R2890058,7,3,"3276 W 21St Ave, Vancouver, BC, Canada",3178.0,2,12910.0,1173.0,1924.0,SingleFamily,02/06/2024,3728000.0
R2889754,1,1,"777 Richards St, Vancouver, BC, Canada",520.0,0,1827.0,1344.0,2016.0,Condo,02/06/2024,699000.0
R2889923,7,3,"481 W 17th Ave, Vancouver, BC, Canada",3564.0,2,8748.0,953.0,1911.0,SingleFamily,02/06/2024,3398000.0
R2890246,2,2,"1367 Alberni St, Vancouver, BC, Canada",746.0,1,2188.0,1071.0,1999.0,Condo,02/06/2024,799000.0
R2891158,1,1,"777 Richards St, Vancouver, BC, Canada",543.0,1,2052.0,1471.0,2016.0,Condo,02/06/2024,799000.0
R2890158,2,2,"1500 Alberni St, Vancouver, BC, Canada",1225.0,1,2850.0,1008.0,1991.0,Condo,02/06/2024,1235000.0
R2890210,1,1,"1205 Howe St, Vancouver, BC, Canada",736.0,1,2263.0,1044.0,2009.0,Condo,02/06/2024,769000.0
R2890019,2,2,"145 41St Ave W, Vancouver, BC, Canada",1043.0,1,3406.0,1294.0,2020.0,Townhouse,02/06/2024,1349900.0
R2891116,2,2,"2102 W 48th Ave, Vancouver, BC, Canada",1527.0,2,8033.0,2022.0,2018.0,Condo,02/06/2024,3088000.0
R2890480,3,2,"1308 Hornby St, Vancouver, BC, Canada",1235.0,1,4797.0,1263.0,2014.0,Condo,02/06/2024,1560000.0
R2889925,5,2,"4421 Skeena St, Vancouver, BC, Canada",2032.0,1,6421.0,885.0,1960.0,SingleFamily,02/06/2024,1798999.0
R2889774,3,2,"46 King Edward Ave W, Vancouver, BC, Canada",1484.0,2,4502.0,1280.0,2022.0,Townhouse,02/06/2024,1899900.0
